variableMetadata	mz	rt
M255.196T732	255.1961828	732.2025259
M255.2T1002	255.1995211	1002.218198
M255.97T26	255.9701706	25.7518306
M255.97T6	255.9701934	5.747997761
M255.97T1409	255.9703508	1409.334169
M255.97T1430	255.9702799	1430.066345
M256.182T162	256.1818385	161.8529795
M256.856T284	256.8559289	284.085324
M256.971T65	256.9714393	64.85353047
M256.971T125	256.971425	124.8913792
M257.064T618	257.0636983	617.8345853
M257.107T376	257.1066247	376.2902467
M257.113T52	257.1132644	51.67243898
M257.119T875	257.1193014	874.5421787
M257.975T47	257.9747308	46.81641046
M258.115T86	258.1148129	86.3171029
M258.116T40	258.1162717	40.24279464
M258.998T51	258.9981738	50.56647442
M259.099T59	259.0989618	59.00177339
M259.103T328	259.1030262	328.1823352
M259.103T851	259.1034979	850.9407343
M259.954T41	259.9541109	40.98929317
M260.061T43	260.0611663	42.90555647
M260.111T34	260.111077	33.65467187
M260.111T523	260.1105368	522.798803
M260.97T47	260.9696849	46.75660324
M261.039T56	261.0385165	56.27806131
M261.059T812	261.0588291	811.7345885
M261.119T523	261.1188111	522.5344919
M261.119T462	261.1185968	462.257758
M261.131T160	261.1310287	159.8792939
M261.141T162	261.1414589	162.1225393
M262.02T175	262.0201564	174.946603
M262.02T239	262.0199931	239.4883748
M262.093T116	262.0933361	116.3328801
M262.11T40	262.1098036	40.10778032
M262.122T522	262.1219383	522.472463
M262.135T53	262.1345278	52.92572973
M262.145T161	262.1446338	160.8962877
M262.988T1374	262.9876463	1374.180005
M262.989T52	262.9892373	52.15038433
M262.995T270	262.9953362	270.0941016
M263.072T41	263.0724414	41.11905504
M263.087T116	263.0874556	116.3328801
M263.098T843	263.0976258	843.3273738
M264.057T66	264.0572396	65.87042011
M264.061T132	264.0609339	131.5281075
M264.089T116	264.0891464	116.4964514
M264.151T89	264.150529	89.20007372
M264.166T720	264.1660223	720.2866569
M264.238T663	264.2384351	663.1693171
M264.559T66	264.5585832	65.8598407
M265.059T66	265.0588984	65.82694937
M265.063T44	265.0633864	43.59225596
M265.086T143	265.0855632	143.0010162
M265.114T43	265.1138587	43.43934474
M265.113T843	265.1133698	843.3273738
M265.184T962	265.183965	961.9465532
M266.043T35	266.042796	35.13454496
M266.081T52	266.0807236	51.60083743
M266.143T709	266.1434817	708.9070466
M266.145T744	266.1450018	744.2615434
M266.18T665	266.1801615	665.0124718
M267.009T1383	267.0092797	1383.309691
M267.009T1486	267.0088791	1486.247505
M267.009T1447	267.0090618	1447.151653
M267.066T66	267.0655713	66.00171814
M267.08T41	267.0797611	41.36608149
M267.13T908	267.129511	907.9786633
M267.13T929	267.1296377	928.9847096
M267.13T843	267.1295008	843.4304162
M267.13T966	267.1297616	965.7776019
M267.13T456	267.129897	455.9149079
M267.129T786	267.1290415	786.162011
M267.179T1026	267.1791766	1026.053645
M267.198T926	267.1979835	926.0281629
M267.2T990	267.1998255	990.3375547
M268.042T35	268.0415341	34.94806329
M268.068T66	268.0683033	66.00808667
M268.111T116	268.1106726	115.6131945
M268.133T908	268.1330615	908.1028686
M268.133T929	268.1331659	928.9847096
M268.133T966	268.1330709	965.7776019
M268.133T843	268.1327039	843.3273738
M268.255T116	268.2547213	115.5314665
M268.27T927	268.2701295	926.8476587
M268.313T116	268.3132877	115.592744
M268.345T116	268.3453395	115.6921608
M268.412T116	268.4120297	115.5050119
M268.456T116	268.4562336	115.5050119
M268.506T116	268.5063051	115.5182392
M268.538T115	268.5382088	115.4869398
M268.609T115	268.6091878	115.4652961
M269.006T1026	269.0058763	1025.931389
M269.005T1374	269.0050549	1373.756806
M269.005T793	269.0052316	792.9887073
M269.005T833	269.0052191	833.0017939
M269.005T927	269.0054568	927.4633394
M269.005T871	269.0053391	871.4894206
M269.005T531	269.0051617	531.0988677
M269.005T562	269.0050286	562.3442728
M269.051T59	269.0512082	59.05924124
M269.095T100	269.0948163	100.4836753
M269.114T116	269.1136326	115.5050119
M269.151T1374	269.1511593	1373.527291
M269.156T733	269.1555607	732.8377258
M269.206T1373	269.2060434	1373.146532
M269.214T929	269.2141755	928.8525291
M269.215T1040	269.2153166	1039.993193
M269.215T821	269.2149667	821.2526675
M269.214T882	269.2142514	881.6373478
M269.257T116	269.2573305	115.5050119
M269.459T116	269.4587856	115.5314665
M270.009T1007	270.0088698	1006.56424
M270.008T1374	270.008318	1373.762087
M270.097T100	270.0974455	100.4812087
M270.116T115	270.11566	115.4869398
M270.286T998	270.2863399	997.6691048
M271.009T1374	271.0092299	1373.702333
M271.03T54	271.0299311	53.61540381
M271.066T570	271.0663765	570.1861546
M271.116T115	271.1164828	115.4472283
M271.195T759	271.194673	758.5962647
M272.192T776	272.1924316	776.3418355
M272.191T306	272.1912134	306.2182345
M272.265T876	272.2650127	876.4710496
M272.944T41	272.9443059	41.00098104
M273.082T438	273.0824936	437.5817108
M273.083T538	273.0827219	538.4391646
M273.101T93	273.1009495	93.28221105
M273.586T41	273.5856761	40.90996257
M273.952T40	273.9524626	39.99649043
M274.058T59	274.0580995	59.17425919
M274.086T440	274.0858537	440.3209163
M274.086T539	274.0862023	538.5749622
M274.091T618	274.0906199	617.8345853
M274.098T121	274.0979067	120.6252606
M274.281T911	274.2808541	910.8884978
M274.281T819	274.280806	819.3991485
M275.087T170	275.0873976	170.3955297
M275.098T490	275.0981272	489.779038
M275.098T456	275.0981439	456.4956741
M275.098T666	275.0982361	665.7014302
M275.098T559	275.0981547	558.5689888
M275.095T617	275.0949288	617.2223253
M275.102T121	275.1019954	120.5505707
M275.132T512	275.1318126	512.4089355
M276.082T49	276.0822675	49.33952942
M276.102T490	276.1016781	489.7777428
M276.115T131	276.1145591	130.6095917
M276.151T89	276.1506151	89.27785738
M276.965T1381	276.9649959	1381.158079
M277.03T73	277.0296787	72.74801739
M277.114T328	277.1137527	328.2125395
M277.111T161	277.1109037	161.4236269
M277.109T47	277.1093935	46.69156736
M277.135T605	277.1353045	604.916979
M277.148T776	277.1482045	775.9324523
M278.052T116	278.0519825	116.3328801
M278.129T46	278.128907	45.90431664
M278.214T34	278.2141598	33.91797403
M278.239T157	278.2391256	156.8162256
M278.961T1381	278.9606448	1380.920669
M278.961T1426	278.9608205	1426.181175
M278.961T1455	278.9608467	1454.571238
M278.961T1488	278.9609699	1488.481812
M278.961T37	278.9606596	37.1763844
M279.046T41	279.0462471	41.45748636
M279.044T618	279.0444435	618.1782482
M279.046T71	279.0459188	70.74473453
M279.167T1062	279.1667607	1061.937503
M279.217T34	279.2171872	33.88894724
M279.963T1381	279.9631453	1381.171819
M280.034T132	280.0337436	131.5399528
M280.049T618	280.0492061	617.8345853
M280.051T41	280.0512717	41.4075863
M280.056T69	280.0560739	68.64200764
M280.096T86	280.096389	86.22541917
M280.146T53	280.1458438	53.14987243
M280.17T1062	280.1699366	1061.956966
M280.961T1375	280.9610313	1374.645014
M280.961T975	280.9613357	975.4113396
M281.061T143	281.0607375	142.841027
M281.07T45	281.0695852	45.17902988
M281.076T42	281.075972	42.06714524
M281.109T843	281.1088557	843.4449757
M281.108T786	281.1076472	786.0365231
M281.215T907	281.2154845	906.7300729
M281.579T42	281.5792734	41.75525052
M281.634T51	281.6343647	50.70826914
M282.021T35	282.0206174	35.28692004
M282.055T51	282.0554707	50.78523488
M282.087T41	282.086564	41.23407237
M282.112T843	282.1122342	843.3273738
M282.127T159	282.1266526	159.2846387
M282.59T41	282.5895988	40.74452408
M282.957T1375	282.9570982	1374.563568
M283.039T66	283.0386319	65.98591936
M283.124T787	283.1242236	787.2216703
M283.124T818	283.1240959	817.7729839
M283.182T161	283.1817781	161.0941954
M284.106T104	284.1062333	104.2362984
M284.339T1029	284.3385109	1028.954174
M284.978T1374	284.9782862	1373.792814
M285.038T35	285.0379	34.91278773
M285.069T116	285.0691023	116.3328801
M285.109T104	285.1086324	104.2362984
M285.119T891	285.1191806	890.5121493
M285.126T40	285.1255468	39.88515418
M285.211T638	285.2108741	637.5601362
M285.211T699	285.2110172	698.837672
M285.225T249	285.2254058	248.6567879
M285.225T161	285.2254474	161.3784716
M286.04T35	286.0395035	34.94806329
M286.101T102	286.1010359	102.0907324
M286.281T928	286.281433	928.3914311
M286.282T963	286.2815513	962.6647253
M286.983T55	286.982693	55.08108682
M286.984T1376	286.9838679	1376.468651
M287.036T35	287.0363005	34.86638753
M287.062T539	287.0617717	539.180946
M287.098T713	287.0984447	713.0338998
M287.167T962	287.1666918	962.1762774
M287.166T897	287.1664445	896.6008207
M287.285T926	287.2845071	926.2780901
M288.047T59	288.0465289	59.06623672
M288.297T959	288.297332	959.4597883
M288.297T984	288.2974456	983.5670762
M288.917T1396	288.9167888	1395.988626
M289.002T43	289.0018415	43.49567284
M289.05T59	289.0497522	59.04899106
M289.075T93	289.0754043	93.17537491
M289.11T456	289.1104826	456.3007613
M289.162T1024	289.1617927	1024.482406
M289.182T999	289.1824322	999.0346681
M289.182T969	289.182499	968.5385191
M289.182T896	289.1822123	896.4163096
M289.182T918	289.182163	918.3722173
M289.182T941	289.182325	940.5972003
M289.3T960	289.3004771	960.1325862
M290.083T41	290.0830368	40.67592164
M290.081T121	290.0805047	121.2118083
M290.098T82	290.0982739	81.55886317
M290.093T116	290.0933336	115.8634175
M290.585T41	290.5848055	40.68253515
M291.01T55	291.0100612	54.93998554
M291.026T542	291.0261685	541.9859908
M291.077T100	291.0774683	100.4836753
M291.091T41	291.0908004	40.7024295
M291.095T116	291.0952435	115.9155278
M291.2T1029	291.1998171	1028.616624
M292.08T101	292.0801299	100.5001777
M292.205T40	292.2054995	40.29476698
M293.098T159	293.0984217	159.1504477
M293.18T965	293.1802178	965.160199
M294.162T88	294.1619913	88.05152448
M294.927T46	294.9270396	45.82819753
M295.02T618	295.0200336	617.8345853
M295.065T539	295.0649925	538.5803968
M295.121T40	295.1205749	40.10155229
M295.136T167	295.1363979	166.8170588
M295.136T277	295.1363364	276.7953275
M295.136T199	295.1362543	198.8207548
M295.963T27	295.9631853	26.62906697
M295.964T1390	295.963578	1389.995508
M295.963T7	295.9633907	6.69190288
M295.963T1492	295.9634046	1491.755139
M296.02T618	296.0197957	618.2458022
M296.068T539	296.0683316	538.7040535
M296.073T39	296.0734227	39.42597464
M296.141T166	296.1407155	166.1586238
M296.178T407	296.1775724	406.9721656
M297.138T721	297.1382384	721.2052353
M297.998T40	297.9980242	40.1101468
M297.999T63	297.9987	62.93517787
M298.098T131	298.0975184	131.2021227
M298.104T203	298.1042655	202.6297576
M298.105T164	298.1051067	163.5333152
M298.104T266	298.1042009	265.981403
M298.133T148	298.1326966	147.6200722
M298.999T40	298.999176	40.31688342
M299.107T266	299.1067072	265.7784871
M299.107T161	299.107297	161.4973925
M299.117T605	299.1172293	604.8773566
M299.13T776	299.1302508	776.3849051
M299.182T986	299.1819936	985.574457
M299.227T1006	299.2269446	1005.845307
M299.226T582	299.2263565	581.7895469
M300.105T160	300.1048896	160.3425949
M300.188T634	300.1881965	634.1594317
M300.207T317	300.2067865	317.263785
M300.208T278	300.2080333	278.0779346
M300.209T161	300.2089813	161.4967453
M300.216T321	300.2162602	321.3458483
M300.22T172	300.2198553	171.7514625
M300.708T323	300.7078036	322.5783812
M301.016T35	301.0155497	35.28692004
M301.042T116	301.0420945	116.3328801
M301.115T746	301.11496	745.5804429
M301.133T407	301.133046	406.9562346
M301.149T1062	301.1494483	1061.782616
M302.128T72	302.1284167	72.02543804
M302.153T1062	302.152655	1061.818532
M302.204T155	302.2042166	155.2922488
M302.313T986	302.3127503	986.064677
M303.012T59	303.0116804	59.06965408
M304.171T41	304.1714515	41.19397485
M304.308T995	304.307739	994.7543431
M305.098T455	305.0979958	455.236522
M305.165T158	305.1647357	158.4268617
M306.068T116	306.0676613	116.1006711
M306.088T104	306.0883331	104.4447212
M307.021T35	307.0214203	35.13454496
M307.052T100	307.0517476	100.4858774
M307.091T60	307.0909081	60.41200335
M307.123T364	307.1225378	363.7259416
M307.151T116	307.150774	116.3328801
M307.592T60	307.5923446	60.30690488
M308.131T720	308.1309699	720.2866569
M308.153T116	308.1534726	116.3328801
M308.226T34	308.2256944	33.91797403
M308.979T54	308.9794888	53.69623418
M309.057T43	309.0574339	42.78312068
M309.139T795	309.1388457	795.2718762
M309.138T41	309.1375971	40.70466792
M309.188T389	309.1880093	389.0122576
M309.228T34	309.2281697	33.90037042
M310.027T59	310.0270956	59.05224576
M310.095T132	310.0945761	131.8371623
M310.136T146	310.1355704	146.4851734
M310.279T958	310.2791263	958.22268
M311.132T155	311.1317796	155.2699424
M311.173T877	311.1729432	876.8413435
M311.266T989	311.2656655	989.2002733
M311.938T1394	311.9384884	1394.186701
M312.119T59	312.1186604	58.8792206
M312.135T149	312.1349356	149.2844816
M313.243T1041	313.2432904	1041.323233
M313.971T35	313.9712249	35.34554149
M314.03T50	314.0299167	49.53973392
M314.099T103	314.0994016	102.5619555
M314.1T167	314.09961	166.8605183
M314.247T1041	314.2467347	1041.323233
M314.978T73	314.9780776	72.80227378
M315.118T618	315.1175201	617.8345853
M316.147T59	316.1469368	58.70782671
M316.22T298	316.2195081	297.5306816
M316.22T274	316.2196387	274.3858675
M316.219T161	316.219174	161.4484069
M316.376T157	316.3758952	156.8162256
M316.994T62	316.9938942	61.66949833
M317.001T42	317.0005284	42.47241577
M317.11T535	317.1097861	535.2781408
M317.13T161	317.1300737	160.8962877
M317.15T59	317.1499586	58.81411566
M317.223T159	317.2231129	159.370836
M317.223T299	317.2231121	299.1750922
M317.277T967	317.2771926	967.2026772
M317.947T1388	317.9473004	1388.191941
M317.967T1402	317.9670078	1401.876403
M317.996T37	317.995984	37.15653391
M318.225T157	318.2248929	156.8162256
M318.287T827	318.287193	826.8172709
M319T47	319.0000601	46.78172803
M320.17T153	320.1701861	153.0600702
M321.072T812	321.0724504	811.8521416
M322.063T104	322.0628481	104.2231221
M322.168T153	322.1679386	153.4220346
M322.997T36	322.9971989	35.94656009
M323.097T746	323.0969611	745.5401903
M323.097T364	323.0969127	363.7259416
M323.12T117	323.1202417	116.5462494
M323.133T1017	323.132727	1016.703978
M323.169T1000	323.1688182	1000.169565
M323.192T984	323.1915039	983.7158034
M324.15T951	324.1500903	951.1683531
M324.298T1145	324.2977858	1145.255947
M325.119T42	325.1192759	42.06714524
M325.243T1004	325.2434226	1003.956622
M325.242T925	325.2418873	925.48574
M325.995T60	325.9949996	59.52984005
M326.247T1004	326.2466284	1003.956622
M326.387T1037	326.3867932	1036.762509
M327.087T1026	327.0867734	1025.972228
M327.09T812	327.0895888	811.6785763
M327.127T116	327.1269464	115.5371571
M327.161T1067	327.1607829	1067.250217
M327.905T1395	327.9048026	1395.30863
M328.034T730	328.0342402	730.3789749
M328.046T82	328.0464186	81.79131495
M328.13T115	328.1299105	115.4869398
M328.148T146	328.1477419	145.9111284
M329.065T66	329.0648742	65.88007466
M329.151T146	329.1505143	145.9472597
M329.943T1384	329.943396	1384.413174
M330.975T47	330.9747226	47.20047256
M331.947T1384	331.9470258	1383.796383
M331.959T61	331.9589937	61.23718002
M331.957T1410	331.9572116	1409.708944
M333.155T1066	333.1552324	1066.260566
M334.158T162	334.1582464	161.5093048
M334.186T295	334.1859183	295.3768717
M334.186T328	334.186014	328.01553
M334.185T387	334.1852638	386.6737302
M334.987T50	334.9871192	50.31341539
M335.111T973	335.1108225	972.6470549
M335.134T1056	335.1341249	1056.380338
M335.161T161	335.161284	161.098622
M335.967T55	335.9672904	54.63170594
M335.979T1411	335.9793258	1410.857457
M336.175T412	336.1749553	411.8627189
M336.181T295	336.1808444	295.3768717
M337.114T983	337.1139	983.0752981
M337.149T996	337.1490749	996.3856199
M337.18T40	337.179632	39.67523797
M337.282T1011	337.2822485	1010.889677
M337.975T10	337.9750227	9.508424824
M337.975T1436	337.97514	1435.676614
M337.975T1410	337.975142	1410.158995
M337.975T1385	337.9748583	1384.897558
M337.975T1493	337.9750356	1493.222887
M338.202T159	338.2020557	158.6944342
M338.976T63	338.97622	63.05050974
M338.976T109	338.9763023	108.5305807
M339.048T131	339.0482542	131.3529484
M339.07T42	339.0695648	41.50332608
M339.113T161	339.1132289	160.9180988
M339.124T875	339.1237322	874.5421787
M339.163T851	339.1628626	851.1832308
M339.261T967	339.2605206	967.2026772
M339.979T52	339.9790011	52.2108911
M340.205T434	340.2049767	434.3252691
M340.268T329	340.2675668	329.2517367
M340.974T38	340.9736396	38.27098424
M341.074T143	341.0743542	143.0080766
M341.084T42	341.0844226	42.14992472
M341.093T161	341.0927031	160.7586431
M341.215T1035	341.2153336	1035.074066
M343.054T66	343.0537256	65.87042011
M343.304T823	343.3037921	823.4301457
M344.057T66	344.056601	65.89170161
M344.117T1374	344.1170682	1374.457286
M344.141T68	344.141368	67.72756897
M344.992T1374	344.992267	1373.972135
M344.994T53	344.9940104	52.87735386
M345.022T191	345.0217199	191.4615491
M345.058T66	345.0576745	65.84619915
M346.137T372	346.1369253	372.3971522
M347.004T55	347.004471	55.03052922
M347.046T66	347.0455642	66.35741393
M347.184T1041	347.1835317	1041.246623
M347.933T1409	347.9330434	1409.248676
M348.079T51	348.0793673	51.03312091
M349.022T44	349.0218071	43.53054904
M349.069T1026	349.0694682	1026.021234
M349.145T1010	349.1447575	1009.888603
M349.15T979	349.1501255	979.4137936
M350.073T1026	350.0726605	1026.043078
M351.011T1039	351.0108619	1038.92725
M351.01T1373	351.0102058	1373.367787
M351.011T986	351.0106505	985.6422185
M351.01T804	351.0101053	803.916037
M351.114T235	351.1135792	235.3404106
M351.166T877	351.1658338	876.8951788
M352.013T1373	352.0132535	1373.357007
M353.132T268	353.1320105	267.8965089
M353.132T289	353.1318065	289.4685204
M353.132T313	353.1319106	312.7656629
M353.177T1079	353.1769869	1079.042484
M353.95T1449	353.9495175	1448.818114
M353.95T1411	353.9497682	1411.37582
M354.091T66	354.0908543	65.67938166
M354.115T41	354.1152625	41.48428256
M354.134T313	354.1337774	312.5514462
M354.135T268	354.1346876	267.8965089
M354.135T269	354.1350458	269.1234515
M354.177T159	354.1769169	159.0299791
M354.294T984	354.2942733	984.0263494
M354.613T41	354.6129831	41.38764144
M354.948T1383	354.948324	1382.845896
M354.95T38	354.9500585	37.52243415
M354.95T108	354.949942	108.2427954
M354.95T131	354.9501074	130.7841688
M355.088T165	355.0877477	164.8366652
M356.105T42	356.1047164	42.02295045
M357.07T59	357.0695379	59.04781081
M357.179T914	357.1786803	913.6046902
M357.224T371	357.2235583	371.022555
M357.224T432	357.2235968	431.5412818
M357.27T1043	357.270268	1043.009546
M358.019T66	358.0187502	65.93623464
M358.158T161	358.1583392	161.2522867
M358.969T1379	358.9686457	1379.383647
M359.025T66	359.0253306	65.98777196
M359.172T949	359.1723678	949.1571778
M359.249T984	359.2493805	984.0872899
M359.968T1374	359.9675133	1373.665902
M360.138T57	360.1383576	57.02849806
M360.159T42	360.1586347	42.02295045
M360.966T1380	360.9655691	1379.848381
M361.047T618	361.0474852	617.7994377
M361.058T117	361.0575576	116.6413725
M361.141T57	361.1412194	56.99079075
M361.161T42	361.1613255	42.00833294
M361.164T1048	361.1635888	1048.226181
M361.968T1379	361.9678682	1379.440829
M362.031T132	362.031486	131.5167541
M362.058T116	362.057796	116.4964514
M362.106T42	362.1060722	42.07427756
M362.223T154	362.22324	153.9328083
M362.25T329	362.2501038	329.1307039
M362.607T42	362.6071356	42.12798206
M362.966T1374	362.9658616	1374.280847
M362.966T926	362.9663085	925.6681089
M362.966T976	362.9664596	975.7329072
M363.116T41	363.1164026	41.36955466
M363.166T985	363.1662496	985.3872507
M363.166T950	363.1657158	950.1882623
M363.166T1043	363.1663104	1042.505079
M363.966T1374	363.9656317	1373.807385
M364.146T161	364.145643	161.4173498
M364.935T1409	364.9345196	1409.025202
M364.962T1374	364.9616456	1374.077233
M365.114T42	365.1138057	42.05883434
M365.132T504	365.1318382	504.2417262
M365.149T161	365.1489783	160.8156263
M365.182T956	365.181692	955.6227955
M365.286T823	365.286388	823.4301457
M366.081T116	366.0810741	115.7445464
M366.113T42	366.1134432	42.2492499
M366.186T956	366.1856553	955.9509984
M366.289T823	366.2894327	823.4053056
M366.346T1024	366.346142	1024.250542
M366.98T1373	366.980255	1373.498998
M366.984T874	366.9839674	873.6325553
M366.984T968	366.9840319	967.6853809
M366.984T929	366.9840288	928.517955
M367.03T35	367.0297956	34.75793582
M367.065T100	367.0653193	100.4695041
M367.078T254	367.0776252	253.6512996
M367.084T116	367.0839729	115.5428477
M367.109T41	367.1088041	40.81249097
M367.159T161	367.1589209	161.1495423
M368.119T372	368.1191847	372.3154721
M368.962T1374	368.9624673	1373.903953
M369.121T131	369.121082	131.4852868
M369.172T962	369.1721283	962.2767387
M369.179T843	369.1786965	843.4304162
M369.177T786	369.176843	786.0065934
M369.182T1016	369.1815909	1015.809326
M369.18T1034	369.179897	1033.889112
M369.192T1012	369.1916214	1012.054132
M370.044T161	370.044401	160.7242025
M370.182T843	370.1819727	843.3273738
M370.304T1081	370.3043381	1081.104019
M370.922T1384	370.9223086	1383.619263
M371.109T41	371.1092047	41.38221055
M371.188T999	371.1878958	998.9156801
M371.187T969	371.1874089	968.9328126
M371.207T1020	371.207182	1020.232813
M371.335T968	371.3354984	967.7237393
M371.613T41	371.612962	41.34808411
M372.117T41	372.1166771	41.04349102
M372.147T1026	372.1465529	1026.056631
M374.205T914	374.2048859	914.2936537
M374.946T41	374.9460982	40.7689581
M375.115T268	375.114656	268.2057674
M375.261T1081	375.2606268	1080.99161
M376.169T298	376.1694029	297.8641382
M376.264T1081	376.2639525	1081.128647
M376.939T1382	376.9385017	1382.264584
M377.017T44	377.016847	44.17344426
M377.029T117	377.0294576	117.0161815
M377.094T282	377.0939501	281.9942965
M377.094T227	377.0935677	226.9771842
M377.094T250	377.0936084	250.382001
M377.096T545	377.0962932	544.9358485
M377.133T457	377.1325127	456.7481627
M377.146T1035	377.146205	1035.412352
M377.195T1056	377.1953898	1055.558957
M377.968T1387	377.9675545	1387.02452
M378.027T69	378.0265006	68.71673361
M378.136T457	378.1356689	456.8528867
M379.162T990	379.1615296	989.9936309
M379.161T914	379.1608972	913.6046902
M379.332T990	379.3324704	990.2604103
M380.139T162	380.1393094	161.9561797
M380.165T914	380.1647624	914.2936537
M380.165T991	380.1648871	990.501085
M381.046T116	381.0461625	115.8437219
M381.089T42	381.0887749	41.59885587
M381.125T312	381.1247869	311.8913317
M381.136T776	381.1356662	775.9324523
M381.143T161	381.1429018	161.4562279
M381.153T952	381.1530998	951.8799529
M381.167T990	381.1671486	990.3375547
M381.177T766	381.1766085	765.6544775
M381.175T805	381.175178	804.8833462
M381.258T41	381.2580756	41.49148423
M381.261T823	381.2606569	823.4556999
M382.053T116	382.052954	115.8624369
M382.076T104	382.0764307	104.2362984
M382.092T42	382.0920389	41.59885587
M382.141T161	382.1406149	161.098622
M382.157T958	382.1565905	958.3489169
M383.008T35	383.0079432	35.17955922
M383.037T76	383.0370497	76.02624862
M383.092T42	383.0917774	42.12798206
M383.157T1062	383.1565385	1061.844223
M383.17T519	383.1704026	518.8108117
M384.01T35	384.0095556	35.22650121
M384.04T76	384.0398601	76.02624862
M384.125T161	384.124617	160.8962877
M384.154T457	384.1535175	457.2740085
M384.231T459	384.2308189	459.0770616
M384.328T29	384.3278337	28.78178773
M384.78T284	384.7797838	284.085324
M385.1T41	385.1003745	40.90505857
M385.137T600	385.1373807	599.6162416
M385.141T1026	385.1412968	1026.099271
M385.149T413	385.1486064	413.0341493
M385.176T986	385.1757433	985.9325235
M386.095T66	386.094618	65.81076175
M386.207T1015	386.2071762	1015.456733
M386.217T1012	386.2173569	1012.054132
M386.596T66	386.5960749	65.78283812
M386.918T1408	386.9176586	1408.281374
M387.114T504	387.1142898	504.4074822
M387.165T369	387.1645727	369.2988326
M387.164T389	387.1643693	388.6277303
M387.19T862	387.1899038	861.9435914
M387.19T843	387.1903265	843.3643973
M387.19T786	387.1896524	786.4572801
M387.19T891	387.1900954	891.101715
M387.191T965	387.1914735	964.6444378
M387.202T936	387.2021731	936.0980771
M387.211T1015	387.2106362	1015.004947
M387.361T843	387.3605394	843.360044
M387.373T936	387.3725497	935.849948
M387.433T843	387.4331308	843.4374425
M387.442T843	387.4420581	843.3415323
M387.445T936	387.4453521	935.849948
M387.546T843	387.5463738	843.2015429
M387.604T843	387.6041597	843.3273738
M387.616T936	387.6155493	935.827999
M387.665T844	387.6648496	844.0432299
M387.737T843	387.737148	843.2015429
M388.068T82	388.0684809	81.64131338
M388.167T370	388.1671158	369.6483052
M388.193T843	388.1934407	843.4286345
M388.193T786	388.1927741	786.2235765
M388.207T936	388.206515	935.849948
M388.364T843	388.3643816	843.3556907
M388.377T936	388.3772046	936.0731547
M388.442T843	388.4415885	842.9953472
M388.608T843	388.6082399	843.3458856
M389.096T503	389.096449	503.2133729
M389.196T843	389.1958375	843.360044
M389.195T786	389.1953094	786.2235765
M389.208T936	389.208419	935.849948
M389.365T843	389.3651542	843.3273738
M390.185T250	390.1853112	249.6361212
M390.198T843	390.1983093	843.3643973
M390.919T40	390.9187006	40.05788836
M391.112T602	391.1117283	601.5050891
M391.163T1016	391.1628184	1016.153296
M391.174T1012	391.1739805	1011.781441
M392.167T1016	392.1667274	1015.571656
M392.177T1012	392.1770793	1012.054132
M393.068T227	393.0678	226.9771842
M393.177T977	393.1771568	976.6043044
M393.19T1020	393.190474	1020.081228
M393.188T996	393.1879874	996.4258768
M393.319T968	393.3186156	968.1572398
M394.181T982	394.1805067	981.8319792
M394.193T1020	394.1932951	1020.232813
M394.322T968	394.321808	968.1820884
M395.018T59	395.018277	59.04899106
M395.136T990	395.1358526	990.0992239
M395.144T457	395.1436861	456.7562449
M395.141T250	395.1408394	249.5579154
M395.143T335	395.1433513	334.9443221
M395.145T914	395.1449273	913.6046902
M395.155T909	395.1545937	909.3302394
M395.156T883	395.1562213	882.9912459
M395.169T941	395.1694108	941.434335
M395.316T457	395.3164711	456.8106391
M396.115T162	396.1148199	162.0930633
M396.139T990	396.1391991	990.2604103
M396.147T457	396.1469147	456.7400805
M396.159T883	396.1593356	882.9912459
M397.119T161	397.1186237	160.9839544
M397.123T376	397.1225264	375.6005228
M397.123T277	397.1225994	277.4774389
M397.137T990	397.1369664	990.2604103
M397.149T457	397.148854	456.7282542
M397.304T1081	397.3044253	1081.242908
M398.117T161	398.1173219	161.0039954
M398.126T376	398.1258468	375.5333516
M398.986T35	398.9858955	35.29711876
M399.01T76	399.0097008	76.02624862
M399.092T41	399.0915278	41.23407237
M399.205T1035	399.2045434	1034.568437
M399.236T1042	399.2363302	1042.360978
M399.95T1387	399.9500972	1386.919038
M401.165T57	401.1652276	57.47724589
M402.199T924	402.1991618	923.7640561
M402.238T990	402.2378957	990.2989825
M403.077T812	403.077371	811.8618899
M403.077T66	403.0767501	65.82694937
M403.158T161	403.1579953	160.7242025
M403.185T787	403.1848517	787.2216703
M403.185T844	403.1853325	843.6965042
M404.217T843	404.2171372	843.4168385
M404.215T786	404.2152572	786.2235765
M404.392T843	404.3923293	843.3965159
M404.47T843	404.470228	843.3273738
M404.585T844	404.5846576	843.6965042
M404.641T843	404.6411466	843.3273738
M405.069T66	405.0685417	65.82901513
M405.139T1017	405.1386641	1016.649003
M405.22T843	405.220261	843.3556907
M405.394T843	405.3938767	843.3273738
M405.468T843	405.4675605	843.3502531
M406.223T843	406.2225427	843.360044
M407.107T503	407.1071497	502.8113
M407.131T413	407.1310284	413.0341493
M407.138T1016	407.137545	1015.514194
M407.147T1012	407.1467245	1012.102611
M407.156T986	407.1560293	985.8986051
M407.156T924	407.1564804	923.9811246
M407.224T843	407.224292	843.3273738
M407.999T60	407.9993761	59.52984005
M408.11T503	408.1104511	503.2105237
M408.14T1016	408.1404634	1015.571656
M408.149T1012	408.1485271	1011.593999
