variableMetadata	mz	rt
M408.16T986	408.1603639	985.574457
M408.965T1372	408.9649561	1372.024973
M409.147T369	409.1470802	369.4388277
M409.147T389	409.1469859	388.6596992
M409.166T1067	409.165882	1067.2419
M409.166T1020	409.1661151	1020.232813
M409.172T891	409.1724151	891.2436255
M409.172T843	409.1720792	843.2815048
M409.173T966	409.1729965	965.5046708
M409.174T942	409.1736355	942.4202359
M409.172T786	409.1721962	786.4453873
M409.172T862	409.1723869	861.9281777
M409.184T936	409.1844097	936.0878852
M409.292T968	409.292211	968.1407673
M409.348T908	409.3481002	908.1028686
M409.348T891	409.3479951	891.101715
M409.349T930	409.3486353	929.6652804
M409.348T786	409.34831	785.8507081
M409.347T966	409.3469536	965.6646451
M409.348T843	409.3480457	843.4050425
M409.36T936	409.3596467	935.849948
M409.421T891	409.4209979	890.7244744
M409.419T908	409.4194337	908.0407659
M409.425T843	409.4254773	843.4050425
M409.436T936	409.435781	936.1696917
M409.433T843	409.4327154	843.3273738
M409.54T844	409.5396952	843.8756924
M409.599T843	409.5986283	843.3643973
M409.61T936	409.6102878	935.849948
M409.658T843	409.6577921	843.0386885
M409.784T843	409.7840959	842.8510045
M409.907T1391	409.9067352	1390.694014
M410.168T976	410.1678851	976.0131045
M410.176T843	410.1761158	843.2828119
M410.176T862	410.1756626	861.9707808
M410.175T786	410.1753651	786.4194993
M410.176T907	410.1757403	906.7046415
M410.177T943	410.1767151	942.8760198
M410.176T966	410.1757459	965.7226655
M410.188T936	410.1877351	936.076583
M410.351T843	410.3507307	843.319133
M410.362T936	410.3624768	935.849948
M410.432T843	410.4321972	843.3556907
M410.602T843	410.6016468	843.2015429
M411.138T882	411.1377365	882.3148653
M411.169T913	411.1690227	912.5872663
M411.172T240	411.172231	240.108541
M411.178T843	411.178287	843.2828119
M411.175T908	411.1753583	908.1028686
M411.178T891	411.1783772	891.101715
M411.179T930	411.179223	929.6652804
M411.179T966	411.1788026	965.7776019
M411.178T786	411.1783128	785.5363253
M411.185T807	411.1854227	806.5865895
M411.191T936	411.1907247	935.849948
M411.353T843	411.353159	843.3643973
M412.181T843	412.1808282	843.3415323
M413.002T50	413.0024478	50.21932504
M413.188T282	413.1878989	281.8306285
M414.239T1015	414.2394059	1015.456733
M414.25T1012	414.2497008	1012.054132
M414.332T1081	414.332016	1081.175687
M414.964T63	414.96422	62.58279532
M415.101T161	415.101274	160.6978312
M415.14T46	415.1401893	46.4429542
M415.188T966	415.1877707	965.8407352
M415.222T953	415.2218767	952.8954208
M415.233T990	415.2328354	990.2604103
M415.233T914	415.2328845	913.6046902
M415.242T997	415.2420586	997.300519
M415.333T1081	415.3333193	1081.190951
M415.466T46	415.4655465	46.12557104
M415.967T55	415.9673172	54.55070169
M416.225T953	416.2251198	952.8954208
M416.238T339	416.2378213	339.0377344
M416.236T264	416.2356647	263.7095554
M416.99T51	416.9903051	50.8985069
M417.126T457	417.125703	456.7481627
M417.228T952	417.2281062	952.2152731
M417.303T457	417.302841	456.8836946
M417.381T457	417.3812678	456.9233918
M417.556T457	417.5563949	456.9455342
M417.945T41	417.9448331	40.79041021
M418.13T457	418.1296063	456.7562449
M418.232T845	418.2323856	844.7152441
M418.306T457	418.3060704	456.7296955
M418.965T62	418.9649444	62.30813876
M419.105T376	419.1052289	375.6161182
M419.13T457	419.1303011	456.7481627
M419.288T1081	419.2881397	1080.969831
M419.465T1081	419.464697	1081.190951
M420.108T375	420.1082843	375.4316801
M420.212T788	420.2116103	787.5313888
M420.291T1081	420.291302	1081.079391
M420.982T52	420.9821743	52.35709252
M420.981T109	420.981347	109.1483268
M421.129T875	421.1288975	874.5421787
M421.168T851	421.1676484	851.4062715
M421.186T1035	421.1858779	1034.822266
M421.294T1081	421.2939257	1081.190951
M421.351T1034	421.3508304	1034.009639
M422.189T1035	422.1893628	1034.568437
M423.118T553	423.1177913	553.4645023
M423.132T986	423.1315391	985.736531
M423.14T923	423.1400675	923.2859658
M423.149T699	423.14924	698.988024
M423.153T908	423.1526572	907.9788438
M423.175T523	423.1751893	522.5467802
M423.183T900	423.1834745	899.8771217
M424.149T921	424.1490266	921.3304415
M424.178T523	424.1782499	522.5138746
M424.256T877	424.256394	877.3616172
M424.256T903	424.2560725	903.3202281
M425.123T42	425.123483	42.08436572
M425.147T843	425.1471774	843.3556907
M425.147T862	425.1466452	861.9707808
M425.147T891	425.1466042	891.0268621
M425.148T786	425.14777	786.3493659
M425.148T943	425.147668	942.6958644
M425.153T786	425.1534406	786.4927506
M425.152T821	425.1515822	821.2526675
M425.158T936	425.1583924	936.0924888
M425.163T818	425.1631602	818.1060906
M425.164T780	425.1642667	780.3368142
M425.166T720	425.1664524	719.9779395
M425.226T1086	425.2259757	1086.071799
M425.259T877	425.2588299	877.29912
M425.324T843	425.3244109	843.4050425
M425.326T786	425.32625	786.2235765
M425.336T937	425.3361345	936.5114405
M425.401T843	425.4005774	843.432198
M425.581T843	425.5807873	843.3273738
M426.15T843	426.1502719	843.4304162
M426.151T929	426.1510671	929.3792055
M426.15T892	426.1499213	891.6135578
M426.151T965	426.1507351	965.0979584
M426.155T786	426.155352	786.4910248
M426.162T936	426.1620252	936.1546575
M426.157T821	426.1573753	820.5647959
M426.165T606	426.164813	605.608269
M426.165T779	426.1649076	779.3179139
M426.167T807	426.1669247	806.5594082
M426.272T980	426.2722853	980.4772702
M426.329T843	426.3288491	843.319133
M426.997T1374	426.9974141	1373.804421
M427.148T843	427.1478155	843.4050425
M427.148T892	427.1478621	891.6135578
M427.148T929	427.1477869	928.9847096
M427.149T786	427.148585	786.162011
M427.148T965	427.1481622	965.0979584
M427.159T935	427.1593688	935.1484786
M427.234T1016	427.2343041	1015.826612
M427.245T1012	427.2449829	1012.054132
M427.327T843	427.3268404	843.3643973
M428.15T843	428.1496432	843.360044
M428.149T786	428.1493347	786.2235765
M428.223T166	428.2227038	165.518885
M428.239T1015	428.2390392	1015.456733
M428.249T1012	428.2492876	1012.102611
M428.259T481	428.2591078	481.3085187
M428.315T1035	428.3154391	1034.908762
M429.09T503	429.0895613	502.750839
M429.248T981	429.2476876	981.4918463
M429.262T1020	429.2619042	1020.232813
M430.253T415	430.2534576	415.1441966
M430.249T976	430.2492552	976.242375
M430.254T350	430.2540642	349.8911992
M430.263T1020	430.2631646	1020.065579
M430.939T41	430.9391614	41.40314201
M431.074T1026	431.0737108	1026.067198
M431.074T161	431.0740635	160.7943885
M431.155T966	431.1552908	965.8407352
M431.257T346	431.2571542	346.1020183
M431.256T416	431.256142	415.91161
M432.214T966	432.2139704	965.8407352
M432.249T843	432.2485523	843.4384205
M432.248T953	432.2483897	952.8954208
M432.248T786	432.2479226	786.2235765
M432.261T936	432.2613243	936.0731547
M432.289T290	432.2886075	289.866059
M433.016T1058	433.0158374	1058.406843
M433.016T1007	433.0156859	1006.701069
M433.015T1373	433.0150821	1373.312382
M433.015T804	433.014844	803.6753043
M433.015T868	433.0150463	868.2133745
M433.1T457	433.1003677	456.7400805
M433.178T167	433.1782427	166.5487116
M433.212T966	433.2121352	966.0368778
M433.252T843	433.251728	843.4588787
M433.251T953	433.2514252	952.8954208
M433.271T1035	433.2710197	1035.041093
M434.018T1373	434.0177332	1373.125223
M434.103T457	434.1034038	456.7481627
M434.128T47	434.1276377	46.91676261
M435.081T375	435.0807768	375.4418876
M435.116T458	435.1160709	457.5345746
M435.139T435	435.1393024	434.7901891
M435.26T1082	435.2600341	1081.66344
M435.319T440	435.3194548	440.3209163
M435.398T440	435.3982288	440.3209163
M436.143T440	436.1428503	439.5560799
M436.323T440	436.3232146	440.3461538
M436.953T1381	436.9527351	1381.307973
M436.955T38	436.9547294	37.99551257
M436.99T76	436.9895404	76.01585135
M437.145T440	437.14473	440.392389
M437.155T490	437.1547088	489.7449854
M437.154T556	437.1543727	556.1769262
M437.16T1035	437.1604182	1034.568437
M437.169T966	437.1689272	966.1536117
M437.183T1007	437.1826364	1007.458877
M437.19T995	437.1895212	994.7424694
M437.199T971	437.1991129	971.2514725
M437.204T898	437.203819	897.8520672
M437.204T953	437.2041311	952.8725274
M437.385T953	437.3847632	952.8954208
M438.158T490	438.1580209	489.8323346
M438.174T966	438.1737194	965.8407352
M438.207T953	438.2073502	953.1991726
M439.108T460	439.1083104	459.7728464
M439.126T699	439.1255999	699.138376
M439.135T351	439.1351243	350.6780422
M439.162T900	439.1618066	899.8771217
M439.21T953	439.2103289	953.2783738
M440.419T1040	440.4193749	1040.064406
M441.024T66	441.0241768	65.843137
M441.101T43	441.1013726	42.73474727
M441.141T788	441.1414295	787.8429381
M441.422T1035	441.422248	1035.037832
M442.105T43	442.105478	42.69380782
M442.143T818	442.1426994	817.5180132
M442.97T1378	442.9702037	1377.928477
M443.06T117	443.0598451	116.8357915
M443.129T44	443.1294138	43.93887241
M443.229T986	443.229019	986.0935972
M443.973T1378	443.972507	1377.862258
M444.97T1374	444.9704579	1374.077233
M444.975T55	444.9753855	55.0860079
M445.157T523	445.1573005	522.5138746
M445.244T844	445.2443732	843.5178282
M445.244T892	445.2439945	891.7767603
M445.244T786	445.2436566	786.2235765
M445.246T929	445.2455417	928.7094503
M445.256T936	445.2555294	936.0916405
M446.161T522	446.1607473	522.472463
M446.239T903	446.2385591	903.2657634
M446.239T877	446.238797	877.3472569
M446.248T844	446.2476797	843.5394781
M446.246T786	446.246324	786.2235765
M446.247T892	446.247403	892.034874
M446.26T936	446.2596567	935.849948
M446.966T1374	446.9663062	1374.077233
M447.103T388	447.1027137	387.7519687
M447.181T969	447.1811534	968.5634626
M447.217T992	447.2172753	992.3018811
M447.251T843	447.2505856	843.484291
M447.262T936	447.2623458	936.0731547
M448.056T457	448.0564637	456.7481627
M448.147T606	448.1472265	605.7494947
M448.255T980	448.2546717	980.4728628
M448.984T1373	448.9840819	1373.386928
M448.989T974	448.9889067	974.3221088
M449.064T457	449.0635668	456.8106391
M449.156T167	449.15602	166.9766037
M449.189T380	449.1888061	380.3264085
M449.298T1060	449.2980873	1059.595502
M450.192T380	450.1921208	380.3346479
M450.273T941	450.2728515	941.4171275
M451.177T962	451.1772627	962.321244
M451.196T1005	451.1958457	1004.600121
M452.139T41	452.1392526	41.46850975
M452.234T344	452.2339066	344.2663168
M452.236T415	452.2360519	415.1441966
M452.234T367	452.2336474	367.0300594
M452.289T990	452.2891529	989.7374722
M452.471T989	452.4711183	989.2002733
M452.926T1383	452.9260959	1382.921437
M453.146T41	453.1464031	41.32189567
M453.145T966	453.1445136	965.8407352
M453.179T953	453.1786709	952.899717
M453.18T898	453.1797881	897.8520672
M453.237T344	453.2372247	343.5166217
M453.292T990	453.2921216	989.5401215
M454.147T966	454.1474632	965.8407352
M454.182T953	454.1819529	952.8954208
M454.295T989	454.2951886	989.2002733
M454.305T1040	454.3048085	1040.153992
M455.105T571	455.1053666	570.6896034
M455.18T953	455.1801427	952.8954208
M455.308T1040	455.3080389	1039.945041
M456.182T953	456.1816337	952.8954208
M457.122T438	457.1217022	438.0951908
M457.258T1035	457.257996	1034.568437
M457.29T1041	457.2895845	1041.479698
M458.125T440	458.1248191	440.3335351
M458.27T445	458.2702428	445.2643176
M458.36T1081	458.3597283	1081.020171
M459.113T41	459.1130052	41.09624385
M459.125T440	459.1249471	440.3209163
M459.137T556	459.1369116	556.0549249
M459.208T202	459.2077155	202.0007622
M459.361T1081	459.3614463	1081.190951
M459.972T1385	459.9719093	1385.361385
M460.278T844	460.277886	844.0208253
M460.28T953	460.2800917	952.8954208
M460.365T1081	460.3654989	1081.390996
M461.128T41	461.1275694	40.85027777
M461.136T523	461.1356118	522.5344919
M461.153T328	461.1525153	328.1628451
M461.166T990	461.1660236	990.2989825
M462.17T990	462.1696701	990.2604103
M463.114T516	463.1135362	515.7888231
M463.113T535	463.1134848	535.296875
M463.134T378	463.1339454	377.6921169
M463.14T776	463.1395138	775.9324523
M463.15T496	463.1497985	495.716617
M463.15T434	463.1497697	433.5297804
M463.149T665	463.1494054	665.2897463
M463.15T731	463.1495217	730.6261484
M463.225T445	463.2250942	445.1291068
M463.315T1081	463.3154031	1081.020171
M463.499T1081	463.4989168	1081.242908
M463.582T1081	463.5824446	1081.390996
M464.092T113	464.0921932	112.7396085
M464.117T535	464.116606	535.3048076
M464.117T516	464.1169463	515.7967028
M464.153T496	464.1529671	495.7960805
M464.208T969	464.207807	968.5634626
M464.223T267	464.2231836	266.8225934
M464.319T1081	464.3185397	1081.035539
M465.141T116	465.1405585	116.4964514
M465.163T380	465.1625459	380.413479
M465.186T260	465.1858256	259.7294686
M465.237T1048	465.236804	1048.334975
M465.244T1062	465.2442893	1062.099072
M465.32T1081	465.319827	1081.298576
M466.145T527	466.145141	527.1787523
M466.24T1049	466.240017	1048.663536
M466.304T883	466.3041066	882.7887053
M466.304T996	466.3041435	996.4774144
M466.304T909	466.3038223	908.9355007
M467.131T843	467.1312606	843.3273738
M467.148T527	467.1476368	527.1379248
M467.158T977	467.1580435	976.7288905
M467.179T812	467.178692	811.8069753
M468.182T812	468.1819412	811.9164175
M468.211T342	468.2105485	342.4397233
M468.208T412	468.2079158	411.8309036
M468.221T877	468.2208387	877.3082368
M468.32T984	468.3204304	983.8529997
M468.451T1066	468.450778	1065.583342
M469.163T969	469.1630555	968.5634626
M469.179T267	469.1790591	266.7354651
M469.2T992	469.1997345	992.3018811
M469.323T984	469.3232668	983.7583853
M470.166T969	470.1661733	968.9577489
M470.203T992	470.2033008	992.3018811
M472.256T941	472.2559697	941.3270011
M472.286T501	472.2862175	501.3921322
M472.342T1029	472.3422349	1029.465057
M473.095T438	473.0952849	437.5817108
M473.179T1012	473.1792508	1012.054132
M473.241T966	473.2414797	965.8407352
M473.273T953	473.2731153	953.1991726
M473.346T1029	473.3455781	1029.470555
M474.243T966	474.2434831	966.0368778
M474.271T990	474.2714744	989.6558124
M474.279T953	474.2786002	952.8954208
M475.195T1020	475.1953516	1020.232813
M475.275T989	475.2746317	989.3330293
M475.281T953	475.2811008	953.0868973
M476.287T1040	476.2873031	1040.153992
M476.289T981	476.2893943	981.1531819
M476.315T308	476.3147456	307.8563013
M477.151T522	477.1506519	522.0688443
M477.293T981	477.2926194	980.9402948
M477.297T1030	477.2969562	1029.731232
M477.33T1094	477.3304847	1094.137954
M478.154T522	478.153767	522.0210306
M478.203T237	478.2031943	236.5301258
M478.296T981	478.2956652	980.7157743
M478.305T1012	478.305091	1011.568217
M478.491T1011	478.4912848	1011.233394
M478.58T1011	478.5801144	1011.03924
M479.059T43	479.059207	42.8417826
M479.156T522	479.1558096	522.1406866
M479.289T1081	479.289276	1081.242908
M479.309T1015	479.3089918	1015.492211
M479.496T1011	479.496055	1010.99355
M480.311T1011	480.3114319	1011.406959
M480.321T1044	480.3214802	1044.345011
M480.508T1044	480.5080921	1044.04806
M481.228T1029	481.2284923	1028.579841
M481.231T975	481.2313639	975.0782325
M481.231T955	481.2310647	954.9413252
M481.239T1007	481.2386642	1007.326819
M481.313T1011	481.3133142	1010.855218
M481.325T1044	481.3246165	1044.308108
M482.327T1044	482.3271469	1044.169787
M482.337T1092	482.3369544	1091.784995
M483.159T236	483.1587021	236.4650537
M483.179T993	483.1794893	993.0605499
M483.217T1011	483.2165449	1010.683464
M483.34T1092	483.3401088	1091.597312
M483.987T60	483.9872712	60.04973657
M485.138T969	485.1380506	969.1771752
M485.154T267	485.1535535	266.5464163
M485.159T843	485.159272	843.3643973
M485.16T995	485.1603324	995.1035388
M485.37T160	485.3702165	160.2252671
M485.37T251	485.3699073	250.8399014
M485.368T230	485.3677175	230.1147879
M486.039T82	486.0387099	81.79131495
M486.373T156	486.3733115	156.1375912
M486.373T249	486.3732682	249.1850212
M486.39T1081	486.3902836	1081.430172
M487.256T844	487.2557641	843.5394781
M487.269T936	487.2688392	935.849948
M487.338T360	487.3381788	359.5672116
M488.259T844	488.2588844	844.3993503
M488.271T936	488.2713021	935.849948
M488.286T883	488.2864895	882.782827
M489.059T440	489.059069	440.3209163
M489.183T127	489.1828007	126.7829534
M489.239T843	489.239419	843.3273738
M490.243T843	490.2426938	843.3273738
M490.303T984	490.3028892	983.8989242
M491.17T1067	491.1704769	1067.333782
M491.177T843	491.1768639	843.4449757
M491.177T908	491.1771853	908.1028686
M491.177T890	491.1769348	890.426602
M491.179T930	491.1787722	930.0488362
M491.178T966	491.1780467	965.8407352
M491.176T786	491.1759634	786.162011
M491.181T502	491.1812341	502.049455
M491.19T936	491.1898678	935.849948
M491.306T984	491.3060937	984.0940791
M491.91T1388	491.9100616	1387.570295
M492.18T843	492.1800412	843.4348202
M492.181T907	492.1806567	907.4158148
M492.182T929	492.182051	928.9847096
M492.182T966	492.1819308	965.8407352
M492.193T936	492.1928583	935.849948
M492.321T1017	492.321202	1017.444789
M492.32T946	492.320432	946.4418431
M492.32T966	492.3200345	965.640312
M492.98T50	492.979627	50.34310162
M493.113T457	493.1131759	457.4201031
M493.183T843	493.1825387	843.3273738
M493.324T1017	493.3241004	1017.444789
M493.324T1060	493.323521	1059.595502
M493.957T42	493.9573922	41.78896598
M493.96T47	493.9602944	46.86935223
M494.337T992	494.337085	992.4275109
M494.337T1050	494.3368159	1050.296145
M494.459T46	494.4587149	46.09047758
M495.245T984	495.2452749	984.1757063
M495.247T965	495.2473042	965.160199
M495.248T1032	495.2482331	1032.222728
M495.255T1011	495.2550095	1010.735569
M495.34T992	495.340079	992.1740516
M496.255T989	496.2548356	989.3690864
M496.261T1011	496.2613663	1010.735569
M496.287T534	496.2867835	533.9350902
M496.339T992	496.3392635	992.0307174
M496.353T1043	496.3527695	1042.629487
M496.969T53	496.9689236	52.93095614
M497.069T41	497.0693487	40.55812375
M497.197T1015	497.1970921	1015.456733
M497.221T161	497.2212742	160.7861462
M497.258T989	497.2577307	989.2756718
M497.356T1043	497.3558255	1042.544726
M497.971T52	497.9707426	51.9146667
M498.272T981	498.2717486	980.9402948
M498.27T1040	498.2695822	1039.824736
M499.133T522	499.1329386	521.9571134
M499.275T981	499.2748153	980.8447185
M500.136T522	500.136163	522.0688443
M500.278T980	500.2783093	980.4573726
M500.288T1015	500.2880443	1015.492211
M500.479T1011	500.4793608	1011.03924
M501.132T843	501.1318539	843.3273738
M501.243T534	501.242515	534.0745728
M501.291T1015	501.2912249	1015.492211
M502.295T1011	502.2951934	1010.927257
M502.304T1044	502.3040543	1044.345011
M502.387T1081	502.3869712	1080.734804
M502.985T53	502.9852151	52.70282968
M503.131T843	503.1310835	843.1830312
M503.172T851	503.1720135	851.3585316
M503.246T1039	503.2459436	1039.413291
M503.307T1044	503.3069416	1044.308108
M503.336T329	503.3362721	329.1296625
M503.39T1081	503.3897057	1080.745003
M504.31T1052	504.3104319	1051.935605
M504.319T1006	504.3185494	1005.692738
M504.319T1092	504.3194907	1091.633888
M504.337T312	504.3369124	311.9961579
M504.337T334	504.3370904	334.4237968
M504.393T1081	504.3929794	1080.699929
M505.235T969	505.2349314	968.9577489
M505.323T1091	505.3226435	1091.252793
M505.334T342	505.3343305	342.3611638
M505.334T316	505.3339775	315.9024371
M506.337T1021	506.3367041	1021.419641
M507.148T843	507.1477555	843.3643973
M507.343T1081	507.342729	1080.695877
M507.532T1081	507.5324212	1080.64943
M507.622T1081	507.621853	1080.699929
M507.814T1081	507.8141636	1080.891355
M508.132T66	508.1320403	65.75491448
M508.346T1081	508.3458593	1080.731882
M508.352T1021	508.3519009	1020.628812
M508.54T1081	508.5402651	1080.749195
M508.633T66	508.6333761	65.75491448
M509.002T1374	509.0021936	1373.553801
M509.134T66	509.13414	65.57736594
M509.346T1081	509.3457386	1080.90158
M510.266T535	510.2664286	535.1087111
M510.369T1070	510.3686048	1070.394375
M511.212T1032	511.2117982	1031.537341
M511.222T1088	511.2221016	1087.824215
M511.221T984	511.2213959	983.8986651
M511.372T1070	511.3716598	1070.024657
M512.942T38	512.9423317	37.92982107
M513.116T66	513.1163958	65.88007466
M513.159T843	513.159307	843.432198
M513.189T961	513.1890257	961.4622022
M513.192T1026	513.1920046	1025.693565
M514.304T1018	514.3036835	1017.50548
M514.303T946	514.3028792	946.4596611
M514.303T966	514.3029973	965.5025836
M515.015T1373	515.0154119	1372.602835
M515.02T1006	515.0204027	1005.600099
M515.106T522	515.1063218	522.1409619
M515.222T535	515.2219761	535.1499619
M515.288T953	515.2878959	952.8954208
M515.307T1017	515.3065612	1017.407698
M516.019T1372	516.0187099	1372.31606
M516.226T535	516.2255022	534.9158299
M516.313T520	516.3132892	519.6405187
M516.32T998	516.3195951	997.6763543
M516.368T1025	516.3683781	1025.014791
M517.018T1372	517.0180136	1372.084404
M517.198T421	517.1976661	420.683147
M517.323T992	517.3225567	992.2756325
M517.384T1091	517.3843769	1091.444177
M518.078T457	518.077926	456.9233918
M518.337T994	518.3368171	993.5318206
M518.335T1042	518.3347387	1042.238405
M518.957T1380	518.9569263	1380.308496
M519.209T953	519.208564	952.8954208
M519.213T568	519.2132374	567.8417824
M519.239T998	519.2394087	998.4269342
M519.253T681	519.2531728	681.1402811
M519.338T1042	519.3376017	1042.216438
M519.34T989	519.3401648	988.532001
M520.216T568	520.2163565	567.7798953
M520.256T981	520.2555397	980.8577026
M520.337T994	520.3371633	993.5318206
M520.353T1018	520.3529653	1017.848934
M520.546T1013	520.5457306	1013.43252
M520.641T1013	520.6414443	1013.46261
M520.833T1013	520.8333711	1013.388851
M521.225T161	521.2245314	160.9637273
M521.258T981	521.2579143	980.6159249
M521.326T1025	521.3259029	1025.148477
M521.357T1018	521.3567133	1017.848934
M521.356T1094	521.3561805	1093.93419
M521.552T1013	521.5521601	1013.359286
M522.272T1011	522.2723026	1011.427749
M522.295T1004	522.2949095	1004.224267
M522.303T628	522.3028339	628.0702395
M522.354T1013	522.3536134	1013.278832
M522.369T1051	522.3691723	1050.514036
M522.566T1046	522.5655928	1046.098614
M522.657T1046	522.6565614	1046.093653
M522.85T1046	522.8504857	1045.959051
M523.275T1012	523.2751687	1011.522169
M523.317T1081	523.3166169	1080.560705
M523.373T1055	523.3728904	1054.598353
M523.568T1046	523.5680544	1046.063027
M524.278T1011	524.2784583	1010.99355
M524.287T1052	524.287499	1051.594412
M524.32T1081	524.3199342	1080.891355
M524.371T1046	524.3705467	1046.1434
M524.975T1377	524.9748319	1377.002339
M525.228T1039	525.2276982	1039.324192
M525.29T1044	525.2901414	1044.297904
M525.317T316	525.3165667	315.9024371
M525.978T1377	525.9775761	1377.024134
M526.23T1039	526.2304842	1039.324192
M526.266T936	526.2662689	935.849948
M526.301T1091	526.3013799	1090.726933
M526.975T1374	526.9752322	1373.981624
M527.106T66	527.1057859	65.81282751
M527.155T41	527.1545857	41.40572822
M527.161T523	527.1613093	522.9952232
M527.207T1043	527.2073151	1043.381538
M527.218T1059	527.21773	1059.476646
M527.258T628	527.2584548	628.0147313
M527.269T937	527.2685429	936.5518969
M527.975T1373	527.9748065	1373.41987
M528.139T41	528.1391254	41.1879693
M528.319T1022	528.3192422	1021.549909
M528.971T1374	528.9713221	1373.893993
M529.161T841	529.1610364	840.5062772
M529.223T1018	529.2230233	1017.97196
M530.334T1021	530.3339966	1020.706598
M530.418T1081	530.4178636	1080.891355
M530.985T1373	530.9854805	1372.553307
M531.177T628	531.1769846	627.5789615
M532.18T628	532.1804035	627.6116998
M532.293T992	532.2932103	992.1740516
M532.351T1070	532.3514857	1070.293434
M532.938T37	532.9378052	37.34334604
M533.167T41	533.1671221	41.48428256
M533.181T962	533.1809951	961.828462
M533.296T992	533.296449	992.2512857
M533.355T1070	533.3545022	1070.166894
M533.669T42	533.6690439	41.66636448
M534.17T42	534.1697372	41.62102196
M534.204T131	534.2035597	131.4787192
M534.208T457	534.2076234	457.0151674
M534.93T1383	534.9302723	1383.023759
M535.101T618	535.100992	617.8345853
M535.212T457	535.2118148	457.1785908
M535.442T1336	535.4422424	1335.633875
M535.442T1364	535.4418303	1363.751708
M536.286T1017	536.2861786	1017.478402
M536.447T1336	536.4467574	1335.955585
M536.447T1364	536.4473172	1363.798692
M537.181T100	537.1812188	100.4787421
M537.451T1365	537.4512984	1364.838328
M537.892T1409	537.8915359	1408.668593
M539.205T997	539.204797	997.0660232
M539.244T1061	539.2440647	1060.972819
M540.32T994	540.3199625	993.8200314
M540.439T1133	540.4389841	1133.065689
M540.439T1161	540.4388503	1160.812679
M541.209T1039	541.208843	1039.295971
M541.222T998	541.222464	998.131804
M541.238T621	541.237586	621.0293479
M541.323T994	541.3229756	993.855206
M541.442T1162	541.4419342	1161.63302
M542.226T998	542.2261344	998.131804
M542.325T994	542.325411	993.5767895
M542.336T1018	542.3356588	1018.153525
M542.532T1014	542.5322884	1013.766078
M542.627T1014	542.6273993	1013.770192
M543.172T990	543.1722836	990.2604103
M543.205T1044	543.204864	1043.724086
M543.339T1023	543.3394261	1022.61529
M543.536T1014	543.5362265	1013.581923
M544.341T1022	544.340867	1022.432097
M544.352T1055	544.3519601	1055.277326
M544.548T1046	544.5478841	1046.247561
M544.643T1046	544.6433209	1046.20371
M545.156T732	545.1563245	731.8607842
M545.342T1014	545.3424513	1013.680299
M545.355T1055	545.3552131	1055.277326
M545.552T1046	545.5523668	1046.169583
M545.911T72	545.9113844	71.91496915
M546.357T1046	546.3571514	1046.335446
M546.414T1080	546.4139523	1079.840727
M546.614T1080	546.6143694	1079.931754
M547.173T552	547.1725238	552.2019184
M547.36T1046	547.3595488	1046.30942
M547.417T1080	547.4171792	1079.834344
M548.176T552	548.1755778	552.2008647
M548.419T1080	548.4194168	1079.83513
M548.911T40	548.9112439	39.99649043
M551.168T969	551.167591	968.5634626
M551.202T992	551.2019647	992.2057714
M551.37T1080	551.3698758	1079.840727
M551.57T1080	551.570436	1080.073141
M551.662T1080	551.6622264	1080.073141
M551.862T1080	551.861905	1080.214529
M552.241T227	552.2414132	226.6798205
M552.277T407	552.2774877	407.0915722
M552.374T1080	552.3735037	1079.787969
M552.572T1080	552.5724043	1080.020543
M553.376T1080	553.376168	1079.933451
M554.286T953	554.286456	952.893265
M554.334T1070	554.3335021	1070.319498
M554.374T1080	554.3744159	1080.117536
M554.457T1263	554.4573062	1263.153604
M555.141T550	555.1409878	549.6287836
M556.294T989	556.2935061	988.5530347
M556.978T35	556.9780657	35.26337042
M557.199T457	557.1994145	456.5467494
M557.202T1003	557.2023977	1002.513562
M557.209T998	557.2087597	998.4691099
M557.233T407	557.233083	407.1407306
M558.203T457	558.2027964	456.67106
M558.214T1000	558.2137867	999.7889894
M558.31T1014	558.309685	1014.15055
M559.172T116	559.1716357	115.5001671
M559.313T1014	559.3126948	1013.997775
M560.326T1047	560.3255703	1046.632366
M560.34T536	560.3401635	536.1607474
M560.394T1021	560.3944263	1020.913926
M560.427T1093	560.4274385	1093.01146
M561.152T567	561.1516619	566.5894996
M561.288T1069	561.288492	1069.120248
M561.329T1047	561.3287622	1046.66667
M561.411T1091	561.4113622	1091.235185
M562.155T567	562.1552431	566.7059806
M562.253T161	562.2526852	161.0311669
M565.351T1021	565.3512939	1020.913926
M565.384T1093	565.3838345	1093.092793
M567.24T1045	567.2398169	1045.244595
M567.345T1080	567.3447699	1079.883442
M568.243T1045	568.2427279	1045.244595
M568.347T1080	568.3466541	1080.020543
M568.468T1368	568.4679381	1367.66586
M568.47T1305	568.4701367	1304.611717
M568.469T1327	568.4689194	1326.803986
M569.346T1080	569.3458778	1079.931754
M569.471T1335	569.4706144	1334.915051
M569.473T1304	569.472934	1304.068109
M572.307T984	572.3071981	983.9700155
M572.957T62	572.9566764	62.42070367
M572.975T1371	572.9747687	1371.091605
M573.182T966	573.1819177	966.2330204
M573.18T844	573.1803159	844.0208253
M573.182T929	573.1820636	929.4651024
M573.192T936	573.191921	935.827999
M573.913T1387	573.9129678	1386.869238
M573.96T47	573.9596472	46.86935223
M574.198T936	574.1977414	935.849948
